  -2.2287136341400146e+01	  -2.2342601098685826e+01	  -2.2529706405984150e+01	  -2.2206811896307464e+01	  -2.0664453591399845e+01	  -2.6030634264981849e+01	  -2.0147691051845069e+01	  -2.7323554586804729e+01	  -2.6836946429179203e+01	  -2.2332010564786732e+01	  -2.6089899261883740e+01	  -2.1318901841204450e+01	  -2.6598738367029785e+01	  -2.2240369016857091e+01	  -2.5516981607773520e+01	  -2.1491333761561787e+01	  -2.1760158402631735e+01	  -2.1823026614692544e+01	  -2.6843094798118884e+01	  -2.2413847547525403e+01	  -2.1680387563188138e+01	  -2.3845093874348006e+01	  -2.3206001794605662e+01	  -2.3779787711913418e+01	  -2.2587020825568217e+01	  -2.3372603748855386e+01	  -2.2786523665811536e+01	  -2.6409990520322797e+01	  -2.3128576645358081e+01	  -2.1622145893044820e+01	
   2.0356131958211310e-01	   8.9250958439378025e-01	   7.0815550996930365e-01	  -4.9911604284805317e-02	   3.3641487658718028e-01	   2.9854922106925419e-01	   7.1325833037917197e-01	  -7.2813978464477749e-02	   5.7428731499039952e-02	  -1.4677884484172338e-01	  -3.7122652128706313e-01	   2.2490484752395120e-02	  -3.0402811595086349e-01	   2.2791242563188138e-01	   2.8476744627286887e-01	   2.3676090623054279e-02	   3.4360188784597112e-01	   2.3860890406414856e-01	   1.0656435031718392e-02	   8.9154463305926204e-02	   1.8340439386853596e-01	   5.4418326313437637e-01	   3.5455147868911979e-01	   4.1671032547334941e-01	  -2.9149868213575703e-01	   1.7898869954470575e-01	   4.4201619305768386e-01	   4.2501600723235716e-01	  -4.9923156026595761e-01	   3.5099925396624349e-01	
  -2.3228738771580666e+00	  -1.3449401643451713e+00	  -1.5538599802791202e+00	  -1.6299494901303213e+00	  -2.0109360572455057e+00	  -1.8486036314343979e+00	  -1.8503552062024344e+00	  -1.9815924143669224e+00	  -2.1268067463407494e+00	  -1.8135925493626979e+00	  -2.2757816183809232e+00	  -1.5409939731709348e+00	  -1.7187978847413079e+00	  -1.9225737276022954e+00	  -1.8264861211513417e+00	  -2.2560253141539786e+00	  -2.0247462715448208e+00	  -2.0162675667804146e+00	  -2.0677636975762130e+00	  -1.6888007455020255e+00	  -1.7860126453152987e+00	  -9.1465144797982889e-01	  -1.3048180765801725e+00	  -2.1731263785432091e+00	  -1.6570388580038433e+00	  -1.5024586514805713e+00	  -1.6717818078147690e+00	  -7.6546708615546788e-01	  -1.6007856184097673e+00	  -2.1392550872455107e+00	
  -9.1446978428694192e-01	  -2.1409876952576085e-01	  -3.3140837667234013e-01	  -3.3881425923221486e-01	  -3.2719791452234231e-01	  -7.3623556899586984e-01	  -6.1200088060799607e-01	  -5.1164903644653992e-01	  -5.2621534152010918e-01	  -5.5638452481018641e-01	  -9.4934425349236229e-01	  -2.8908203111394720e-01	  -5.0663627168417791e-01	  -5.7917551276707047e-01	  -5.5830016320069187e-01	  -6.3279274872240610e-01	  -4.3754607435277693e-01	  -6.0815309535731454e-01	  -5.2930080796696721e-01	  -4.5722996948644556e-01	  -9.9307683006852565e-01	  -2.8813119456110103e-01	   2.9214416674111777e-02	  -5.2904085158040615e-01	  -5.8576166121808215e-01	  -5.9488300804807848e-01	  -2.5192203633477456e-01	  -5.9639335151615291e-01	  -2.4293075349982551e-01	  -6.6062239721608529e-01	
  -5.0713706288892685e-02	  -2.1312936340521871e-01	  -2.1250738078496162e-01	  -1.4955639747597704e-01	   1.4466392279856291e-01	  -1.2694417366146804e-01	   8.7634884869557880e-02	  -9.3460575548213798e-02	   2.9288145204354948e-01	  -3.2621485553266827e-01	  -7.7129698606890770e-02	  -2.0229396167991881e-01	  -2.7887320426126661e-01	   2.7882109541404833e-02	   4.6168805942608540e-02	   3.8070316100226806e-02	  -2.6597476648772739e-01	  -2.6521766317125495e-01	  -1.7133519047145102e-01	  -2.6830157547614664e-01	  -5.1070889499940775e-01	  -2.6475714655920751e-01	  -1.9266663736597725e-01	  -1.2002717279791611e-01	   9.1145783165287611e-02	  -1.6830364659623498e-01	  -3.1497593470921026e-01	  -3.9863163487420983e-01	  -2.8378840108446746e-01	  -2.2618454159811621e-01	
   8.9945235297328410e-02	  -2.4911208241764024e-01	  -2.1359537681297042e-01	   5.3262556690121865e-02	   4.9555082711001452e-01	  -2.0492430391535175e-02	   3.2111017667197544e-01	   8.7157639943782048e-02	   1.4993056713454378e-01	   6.0468635160051971e-02	   3.2078000633792303e-01	  -1.3969643394395026e-01	   1.0896178724002382e-01	   1.3481839329146809e-02	  -2.0571788093732893e-01	  -6.3032392092688639e-03	  -1.0728551641587371e-01	  -3.6720341094334336e-01	   1.1506041092631929e-01	  -2.5654866076752542e-01	  -5.2645048703198706e-03	  -1.6358025657743089e-01	  -2.3550361436975101e-01	  -3.2754761514821373e-02	   3.7293547694110384e-02	  -1.1185809264723019e-01	  -3.0638925773674919e-01	  -1.7584372887180269e-01	  -2.2060213019797448e-01	  -3.8455987551225773e-01	
  -1.9368315735905631e-01	  -1.9597851851693746e-01	   6.2796336482242197e-03	  -1.6373706303786345e-02	  -1.1337354976207571e-01	  -5.2197181853602240e-02	  -2.0086120286251907e-01	   1.1089456881843014e-01	   2.2009568233676682e-01	   1.5114319427944148e-01	   9.9817364222095348e-02	  -3.4372567846673935e-01	  -2.2291150995500691e-01	  -2.6625879721208062e-01	  -4.1734707116616321e-01	  -2.9521990777523061e-01	  -3.0556712261218583e-01	  -3.1314780637367401e-01	   1.8039995027227229e-01	  -3.4108913215396280e-01	  -1.2135057919964461e-01	  -8.1557260766247489e-02	  -1.7627892098821024e-01	  -4.0795344339684708e-01	  -2.4566350755987859e-01	  -1.9320814230102315e-01	  -1.0067657505974563e-01	  -4.2673149036256969e-01	  -9.0821016763544024e-02	  -4.0620415163857565e-01	
  -1.2171984887499326e-01	  -9.2393491621231991e-02	   7.5988759293822136e-02	  -2.4722009987304891e-01	  -2.4960220356990692e-01	  -1.6545737250357604e-02	  -4.1837743842981895e-01	   9.8773225364285830e-02	   9.5182831534647693e-03	  -6.4991711597213467e-02	   2.5574075649980532e-01	  -2.8059200358394465e-01	   8.4570730439011740e-02	  -1.2640763404831065e-01	  -8.6001154803359112e-02	  -1.6159550535670403e-01	  -1.3215086420066141e-01	  -2.6378748090772070e-01	   1.8440055077349174e-01	  -2.9684281848564442e-01	  -1.9553905183874362e-01	   3.1349913872822877e-02	  -1.5284205344087845e-01	  -3.6653073179875478e-03	  -9.4388851595187562e-02	  -4.1291551873129204e-02	  -1.2878158694647904e-01	  -3.6193363378212461e-02	  -2.9579827536511383e-02	  -2.5700258930151310e-01	
  -3.7588973633575990e-03	  -1.1639062240166055e-01	   4.2138152685819143e-02	  -2.4756021084279917e-01	  -2.9136175389209290e-01	  -1.1449436985091642e-03	  -8.5108719991426857e-02	  -2.0247102289550098e-01	  -1.6966970044938198e-01	  -3.2880081884614493e-01	  -1.6501934402333746e-01	  -9.0878812309683768e-02	  -4.8303039241471099e-02	  -5.5834382415718602e-03	   1.1255578525388688e-01	  -5.6474483394451894e-02	  -2.2803821691566712e-02	  -3.0935541945415418e-01	  -5.3098942893805443e-02	  -3.0000438028714438e-01	  -1.5509910745252228e-01	  -2.9374517060728030e-02	  -2.5425413671179381e-01	   1.3896061412987101e-02	  -2.8148972726371735e-01	  -8.9752539810805318e-02	  -2.8167479726453382e-01	   1.0808442328166368e-01	  -1.5002326428944474e-01	  -2.8850208516233233e-01	
  -1.5297511783041470e-01	  -8.9165369455330268e-02	  -1.5201810902009322e-01	  -2.0186805739632049e-01	  -9.4396135009985435e-02	  -3.0067676535894261e-01	  -3.4372563954557567e-02	  -3.4929216196454949e-01	  -2.0660347904668103e-01	   3.0632961992445414e-02	  -3.0876908594674574e-01	  -8.0042021501460156e-02	  -3.7071143616808910e-01	   3.2700833786724511e-02	   1.8876015422801280e-02	  -1.1076699118749206e-02	  -2.0198520589807231e-01	  -2.9349385057062038e-01	  -3.5810310044725630e-01	  -2.8811693062556232e-01	  -1.2706136107727792e-01	  -1.3253013020696081e-01	  -5.7190445292584061e-02	   2.9872302121014675e-03	  -1.4376012649260048e-01	  -3.0094423420556987e-01	  -1.7846222631893738e-01	   1.0311147325452968e-01	  -3.3295034297607001e-01	  -2.7384132372702286e-01	
